date,strategy,option_price,stock_price,option_delta,stock_position,cash,portfolio_value,daily_pnl,hedging_error,transaction_cost,turnover,cumulative_pnl
2022-12-07,Neural-Network Delta Hedge,36.73,393.11,0.537982165813446,53.798216581344604,-20883.295121675677,-3407.6782013833,-2.144715102840564,-2.144715102838809,0.12228921287059784,3.110814094543457,-104.48794882733273
2022-12-08,Neural-Network Delta Hedge,38.43,396.26,0.4923475384712219,49.23475384712219,-19075.15821038701,-3408.3946509263696,-0.716449543069757,-0.7164495430722995,0.1808317743062973,4.563462734222412,-105.20439837040249
2022-12-09,Neural-Network Delta Hedge,36.695,393.29,0.4644469618797302,46.44469618797302,-17977.966163797908,-3381.231600029998,27.163050896371715,27.163050896371804,0.1097301776766777,2.79005765914917,-78.04134747403077
2022-12-12,Neural-Network Delta Hedge,40.515,398.92,0.5200290083885193,52.00290083885193,-20195.466891026455,-3501.969688391644,-120.73808836164608,-120.73808836164497,0.22172789993286132,5.558204650878906,-198.77943583567685
2022-12-13,Neural-Network Delta Hedge,41.88,401.95,0.5203812122344971,52.03812122344971,-20209.625140298893,-3480.902314533283,21.067373858360952,21.067373858360817,0.0014156833589076996,0.03522038459777832,-177.7120619773159
2022-12-14,Neural-Network Delta Hedge,39.94499999999999,399.41,0.47519874572753906,47.519874572753906,-18405.172708833958,-3419.75960573032,61.14270880296317,61.142708802965146,0.180463289475441,4.518246650695801,-116.56935317435273
2022-12-15,Neural-Network Delta Hedge,33.485,389.71,0.4470391869544983,44.70391869544983,-17307.87628450628,-3234.812129702528,184.9474760277917,184.94747602778986,0.10974061649441719,2.815955877304077,68.37812285343898
2022-12-19,Neural-Network Delta Hedge,28.064999999999998,380.02,0.3721378445625305,37.21378445625305,-14461.76011100808,-3126.277741942795,108.53438775973336,108.53438775973355,0.28464008135795593,7.490134239196777,176.91251061317234
2022-12-20,Neural-Network Delta Hedge,27.96,380.49,0.42869365215301514,42.869365215301514,-16613.86722321073,-3098.502452440658,27.77528950213673,27.7752895021386,0.21518919230103492,5.655580759048462,204.68780011530907
2022-12-21,Neural-Network Delta Hedge,30.795,386.21,0.4280323386192322,42.80323386192322,-16588.3291872815,-3136.792237468133,-38.28978502747486,-38.28978502747556,0.0025540589988231658,0.0661313533782959,166.3980150878342
2022-12-22,Neural-Network Delta Hedge,27.740000000000002,380.72,0.39588862657546997,39.588862657547,-15364.676159891877,-3066.404368910582,70.38786855755097,70.38786855755058,0.12237754049301147,3.2143712043762207,236.78588364538518
2022-12-23,Neural-Network Delta Hedge,28.67,382.88,0.4246102571487427,42.46102571487427,-16464.47992066048,-3074.0023949494207,-7.598026038838725,-7.598026038838669,0.10996937913894653,2.8721630573272705,229.18785760654646
2022-12-26,Neural-Network Delta Hedge,28.655,382.91,0.4496259093284607,44.96259093284607,-17422.450045707825,-3071.3243516117363,2.6780433376843575,2.6780433376861814,0.09578743376135827,2.5015652179718018,231.86590094423082
2022-12-27,Neural-Network Delta Hedge,27.685,381.38,0.4022108316421509,40.22108316421509,-15614.314644530621,-3043.297947362271,28.026404249465486,28.02640424946437,0.18083162328004837,4.7415077686309814,259.8923051936963
2022-12-28,Neural-Network Delta Hedge,24.92,376.71,0.3735466003417969,37.35466003417969,-14534.612368240716,-2954.738386764886,88.55956059738492,88.55956059738304,0.10798102573156357,2.8664231300354004,348.4518657910812
2022-12-29,Neural-Network Delta Hedge,28.310000000000002,383.33,0.39670830965042114,39.670830965042114,-15422.558956948502,-3046.539323118908,-91.80093635402227,-91.80093635402311,0.0887857802927494,2.3161709308624268,256.65092943705895
2022-12-30,Neural-Network Delta Hedge,27.55,382.44,0.3992767333984375,39.92767333984375,-15520.795577447421,-3005.8561853575775,40.68313776133073,40.6831377613313,0.009822679781913757,0.25684237480163574,297.3340671983897
