model,final_value,total_pnl,mean_daily_pnl,pnl_volatility,sharpe,mean_abs_hedging_error,rmse_hedging_error,max_drawdown,transaction_costs,turnover
Dupire Delta Hedge,-3012.5149224201305,291.2404872286461,4.622864876645176,44.20003571667612,1.660308722824471,34.60572267247907,44.09085878247576,-248.81627738320458,8.168889114222315,213.68984721872587
Neural-Network Delta Hedge,-3005.8561853575775,297.3340671983897,4.719588368228408,101.13058821870493,0.7408356264627731,74.18321606170815,100.43570466117964,-676.9620172124087,10.895172874939444,283.1709384918213
